release_group,worldwide,domestic,domestic_percent,foreign,foreign_percent,year
Takizawa Enbujo Zero,18091395.0,0.0,0.0,18091395.0,1.0,2020
Freaky,18073433.0,9030855.0,0.5,9042578.0,0.5,2020
The Promised Neverland,17710977.0,0.0,0.0,17710977.0,1.0,2020
Kaiji: Final Game,17645779.0,0.0,0.0,17645779.0,1.0,2020
Hitman: Agent Jun,17601351.0,0.0,0.0,17601351.0,1.0,2020
Digimon Adventure: Last Evolution Kizuna,17361009.0,0.0,0.0,17361009.0,1.0,2020
Bye Bye Morons,16955924.0,0.0,0.0,16955924.0,1.0,2020
Baaghi 3,16726510.0,721439.0,0.043,16005071.0,0.9570000000000001,2020
I Still Believe,16069730.0,9868521.0,0.614,6201209.0,0.386,2020
The Way Back,15490514.0,13590514.0,0.877,1900000.0,0.12300000000000001,2020
Father There is Only One 2,15373181.0,0.0,0.0,15373181.0,1.0,2020
The Personal History of David Copperfield,14399270.0,1876298.0,0.13,12522972.0,0.87,2020
Nightlife,14308789.0,0.0,0.0,14308789.0,1.0,2020
Pawn,14193957.0,0.0,0.0,14193957.0,1.0,2020
The Post 2020 Re0release,13995207.0,0.0,0.0,13995207.0,1.0,2020
#Alive,13432212.0,0.0,0.0,13432212.0,1.0,2020
Howling Village,13394556.0,0.0,0.0,13394556.0,1.0,2020
Come Play,13182254.0,10475990.0,0.795,2706264.0,0.205,2020
Samjin Company English Class,12761386.0,0.0,0.0,12761386.0,1.0,2020
Another Round,12745392.0,0.0,0.0,12742455.0,1.0,2020
News of the World,12668325.0,12668325.0,1.0,0.0,0.0,2020
Collectors,12640113.0,0.0,0.0,12640113.0,1.0,2020
Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,12221804.0,0.0,0.0,12221804.0,1.0,2020
Ducobu 3,12157793.0,0.0,0.0,12157793.0,1.0,2020
The Asadas,11888743.0,0.0,0.0,11888743.0,1.0,2020
Wotakoi: Love Is Hard for Otaku,11702371.0,0.0,0.0,11702371.0,1.0,2020
Bigfoot Family,11126309.0,0.0,0.0,11126309.0,1.0,2020
30 jours max,11007713.0,0.0,0.0,11007713.0,1.0,2020
The Voice of Sin,10983063.0,0.0,0.0,10983063.0,1.0,2020
Two by Two: Overboard!,10885076.0,0.0,0.0,10885076.0,1.0,2020
Let Him Go,10835686.0,9358025.0,0.8640000000000001,1477661.0,0.136,2020
One Second,10791301.0,0.0,0.0,10791301.0,1.0,2020
Me contro Te 0 Il film: La vendetta del Signor S,10779891.0,0.0,0.0,10779891.0,1.0,2020
Impractical Jokers: The Movie,10691091.0,10691091.0,1.0,0.0,0.0,2020
Honest Candidate,10597464.0,0.0,0.0,10597464.0,1.0,2020
The Hunt,10550350.0,5812500.0,0.551,4737850.0,0.449,2020
Street Dancer 3D,10339127.0,0.0,0.0,10339127.0,1.0,2020
My Spy,10200000.0,0.0,0.0,10200000.0,1.0,2020
100% Wolf,9766489.0,658764.0,0.067,9107725.0,0.9329999999999999,2020
Stolen Identity 2,9687188.0,0.0,0.0,9687188.0,1.0,2020
Inception 10th Anniversary re0release,9581100.0,0.0,0.0,9581100.0,1.0,2020
10 Days with Dad,9472077.0,2359.0,0.0,9469718.0,1.0,2020
Secret Zoo,9471940.0,0.0,0.0,9471940.0,1.0,2020
365 Days,9458590.0,0.0,0.0,9458590.0,1.0,2020
Okay Madam,9433525.0,0.0,0.0,9433525.0,1.0,2020
L'appel de la forêt,9317347.0,0.0,0.0,9317347.0,1.0,2020
The Closet,9189552.0,0.0,0.0,9189552.0,1.0,2020
Malasaña 32,8968845.0,0.0,0.0,8968845.0,1.0,2020
Break the Silence: The Movie,8954345.0,0.0,0.0,8954345.0,1.0,2020
I Hate Summer,8926071.0,0.0,0.0,8926071.0,1.0,2020
Downhill,8899195.0,8287061.0,0.9309999999999999,612134.0,0.069,2020
Les blagues de Toto,8859185.0,0.0,0.0,8859185.0,1.0,2020
The Secret Garden,8721243.0,0.0,0.0,8721243.0,1.0,2020
Eltilerin Savasi,8613864.0,0.0,0.0,8613864.0,1.0,2020
Malang,8399765.0,0.0,0.0,8399765.0,1.0,2020
Your Eyes Tell,8020474.0,0.0,0.0,8020474.0,1.0,2020
"My Donkey, My Lover & I",7974769.0,152184.0,0.019,7821615.0,0.981,2020
AI Amok,7932191.0,0.0,0.0,7932191.0,1.0,2020
The Lost Prince,7837980.0,0.0,0.0,7837980.0,1.0,2020
Antebellum,7792716.0,0.0,0.0,7792716.0,1.0,2020
The Marriage Escape,7760946.0,0.0,0.0,7760946.0,1.0,2020
Spirited Away Studio Ghibli Fest 2020,7732697.0,0.0,0.0,7732435.0,1.0,2020
Princess Mononoke Studio Ghibli Fest 2020,7673800.0,0.0,0.0,7673207.0,1.0,2020
The Heist of the Century,7627100.0,0.0,0.0,7627100.0,1.0,2020
De Gaulle,7501454.0,0.0,0.0,7501454.0,1.0,2020
Fukushima 50,7494243.0,0.0,0.0,7494243.0,1.0,2020
The Best Years,7358771.0,0.0,0.0,7358771.0,1.0,2020
Bohemian Rhapsody 2020 Re0release,7158262.0,240000.0,0.034,6914052.0,0.966,2020
The (UN)perfect Guy,7154649.0,0.0,0.0,7154649.0,1.0,2020
Spycies,7128952.0,0.0,0.0,7128952.0,1.0,2020
Back to the Wharf,7090000.0,0.0,0.0,7090000.0,1.0,2020
Adu,7085946.0,0.0,0.0,7085946.0,1.0,2020
Fatale,7031289.0,6306897.0,0.897,724392.0,0.10300000000000001,2020
Dragon Rider,6977378.0,0.0,0.0,6977378.0,1.0,2020
Jim Button and the Wild 13,6933267.0,0.0,0.0,6933267.0,1.0,2020
Psy 3: W imie zasad,6725146.0,0.0,0.0,6725146.0,1.0,2020
Blood Moon Party,6709383.0,0.0,0.0,6709383.0,1.0,2020
Innocence,6688330.0,0.0,0.0,6659968.0,0.996,2020
Shubh Mangal Zyada Saavdhan,6574905.0,0.0,0.0,6574905.0,1.0,2020
Chhapaak,6532100.0,604334.0,0.09300000000000001,5927766.0,0.907,2020
"Love Me, Love Me Not",6494241.0,0.0,0.0,6494241.0,1.0,2020
Hammamet,6434874.0,0.0,0.0,6434874.0,1.0,2020
Lindenberg! Mach dein Ding,6404964.0,0.0,0.0,6404964.0,1.0,2020
Midnight Swan,6397065.0,0.0,0.0,6397065.0,1.0,2020
Nausicaä of the Valley of the Wind 2020 Re0release,6395525.0,0.0,0.0,6395525.0,1.0,2020
Simply Black,6323750.0,0.0,0.0,6323750.0,1.0,2020
My Boyfriend's Meds,6292780.0,2971116.0,0.47200000000000003,3321664.0,0.528,2020
Bill & Ted Face the Music,6274027.0,3439660.0,0.5479999999999999,2834367.0,0.452,2020
Hotel Belgrade,6189882.0,0.0,0.0,6189882.0,1.0,2020
How to Be a Good Wife,6033430.0,0.0,0.0,6033430.0,1.0,2020
The Legacy of Dr. Death: Black File,6024046.0,0.0,0.0,6024046.0,1.0,2020
A Piece of Cake,6008448.0,0.0,0.0,6008448.0,1.0,2020
The Rhythm Section,5989583.0,5437971.0,0.9079999999999999,551612.0,0.092,2020
How I Became a Gangster,5975729.0,0.0,0.0,5975729.0,1.0,2020
The Innocent,5929392.0,22549.0,0.004,5906843.0,0.996,2020
Twiceborn,5880157.0,11527.0,0.002,5868630.0,0.998,2020
The Royal Bride,5830719.0,0.0,0.0,5830719.0,1.0,2020
Beasts Clawing at Straws,5796059.0,0.0,0.0,5796059.0,1.0,2020
The Lion King 2020 Re0release,5773266.0,0.0,0.0,5773266.0,1.0,2020
Last Letter,5663972.0,0.0,0.0,5663972.0,1.0,2020
Yowamushi Pedal: The Movie 2020 Re0release,5624218.0,0.0,0.0,5624218.0,1.0,2020
Hocus Pocus 2020 Re0release,5609193.0,4828000.0,0.861,781193.0,0.139,2020
Klassikokkutulek 2: Pulmad ja matused,5543147.0,0.0,0.0,5543147.0,1.0,2020
Mama Weed,5461144.0,29151.0,0.005,5431993.0,0.995,2020
Divorce Club,5316313.0,0.0,0.0,5316313.0,1.0,2020
Cats & Dogs 3: Paws Unite,5300000.0,0.0,0.0,5300000.0,1.0,2020
Cindy La Regia,5222322.0,0.0,0.0,5222322.0,1.0,2020
Run,5184368.0,0.0,0.0,5184368.0,1.0,2020
Love Aaj Kal,5120794.0,0.0,0.0,5120794.0,1.0,2020
Masked Ward,5107013.0,0.0,0.0,5107013.0,1.0,2020
Ayyappanum Koshiyum,5088713.0,0.0,0.0,5088713.0,1.0,2020
Baba Parasi,5084342.0,0.0,0.0,5084342.0,1.0,2020
Die Känguru0Chroniken,5081127.0,0.0,0.0,5081127.0,1.0,2020
The Real Exorcist,5035830.0,0.0,0.0,5035830.0,1.0,2020
Mayday,5011408.0,0.0,0.0,5011408.0,1.0,2020
Bheeshma,4997080.0,0.0,0.0,4997080.0,1.0,2020
Made in Abyss: Dawn of the Deep Soul,4971635.0,0.0,0.0,4971635.0,1.0,2020
Godai 0 The Wunderkind,4948225.0,0.0,0.0,4948225.0,1.0,2020
Military Wives,4890505.0,0.0,0.0,4890505.0,1.0,2020
Panga,4886124.0,582720.0,0.11900000000000001,4303404.0,0.8809999999999999,2020
The Tales for Old and Young,4853143.0,0.0,0.0,4853143.0,1.0,2020
Streltsov,4850073.0,0.0,0.0,4850073.0,1.0,2020
Persian Lessons,4849240.0,0.0,0.0,4849240.0,1.0,2020
The SpongeBob Movie: Sponge on the Run,4810790.0,4810790.0,1.0,0.0,0.0,2020
Spider0Man: No Way Home,1912233593.0,804793477.0,0.42100000000000004,1107440116.0,0.579,2021
The Battle at Lake Changjin,902548476.0,342411.0,0.0,902206065.0,1.0,2021
"Hi, Mom",822009764.0,0.0,0.0,822009764.0,1.0,2021
No Time to Die,774153007.0,160891007.0,0.20800000000000002,613262000.0,0.792,2021
F9: The Fast Saga,726229501.0,173005945.0,0.23800000000000002,553223556.0,0.762,2021
Detective Chinatown 3,686257563.0,0.0,0.0,686257563.0,1.0,2021
Venom: Let There Be Carnage,506863592.0,213550366.0,0.42100000000000004,293313226.0,0.579,2021
Godzilla vs. Kong,470116094.0,100916094.0,0.215,369200000.0,0.785,2021
Shang0Chi and the Legend of the Ten Rings,432243292.0,224543292.0,0.519,207700000.0,0.48100000000000004,2021
Sing 2,408402685.0,162790990.0,0.39899999999999997,245611695.0,0.601,2021
Eternals,402064899.0,164870234.0,0.41,237194665.0,0.59,2021
Dune: Part One,402027830.0,108327830.0,0.26899999999999996,293700000.0,0.731,2021
Black Widow,379751655.0,183651655.0,0.484,196100000.0,0.516,2021
Free Guy,331526598.0,121626598.0,0.36700000000000005,209900000.0,0.633,2021
A Quiet Place Part II,297372261.0,160072261.0,0.5379999999999999,137300000.0,0.462,2021
Encanto,256786742.0,96093622.0,0.374,160693120.0,0.626,2021
Cruella,233503234.0,86103234.0,0.369,147400000.0,0.631,2021
"My Country, My Parents",221831086.0,177133.0,0.0,221653953.0,0.9990000000000001,2021
Jungle Cruise,220889446.0,116987516.0,0.53,103901930.0,0.47,2021
The Conjuring: The Devil Made Me Do It,206431050.0,65631050.0,0.318,140800000.0,0.682,2021
Raging Fire,205842393.0,385305.0,0.002,205457088.0,0.998,2021
Ghostbusters: Afterlife,204334455.0,129360575.0,0.633,74973880.0,0.36700000000000005,2021
Chinese Doctors,197143218.0,0.0,0.0,197143218.0,1.0,2021
Cliff Walkers,181325565.0,152972.0,0.0,181172593.0,0.9990000000000001,2021
The Suicide Squad,168717425.0,55817425.0,0.331,112900000.0,0.669,2021
Jujutsu Kaisen 0,166760828.0,34542754.0,0.207,132218074.0,0.7929999999999999,2021
Space Jam: A New Legacy,163692228.0,70592228.0,0.431,93100000.0,0.569,2021
The Matrix Resurrections,157386805.0,37686805.0,0.239,119700000.0,0.7609999999999999,2021
Peter Rabbit 2: The Runaway,153901717.0,40501717.0,0.263,113400000.0,0.737,2021
House of Gucci,153269161.0,53809574.0,0.35100000000000003,99459587.0,0.649,2021
A Writer's Odyssey,150123320.0,160013.0,0.001,149963307.0,0.9990000000000001,2021
The Boss Baby 2: Family Business,146745280.0,57300280.0,0.39,89445000.0,0.61,2021
PAW Patrol: The Movie,144327371.0,40127371.0,0.278,104200000.0,0.722,2021
Tom & Jerry,136536687.0,46536687.0,0.341,90000000.0,0.659,2021
Be Somebody,132326332.0,0.0,0.0,132326332.0,1.0,2021
Halloween Kills,131647155.0,92002155.0,0.6990000000000001,39645000.0,0.301,2021
Raya and the Last Dragon,130423032.0,54723032.0,0.42,75700000.0,0.58,2021
Sister,128317206.0,0.0,0.0,128317206.0,1.0,2021
The King's Man,125897478.0,37176373.0,0.295,88721105.0,0.705,2021
The Addams Family 2,119815153.0,56489153.0,0.47100000000000003,63326000.0,0.529,2021
My Love,116720921.0,86252.0,0.0,116634669.0,0.9990000000000001,2021
Clifford the Big Red Dog,107347356.0,48947356.0,0.456,58400000.0,0.544,2021
Wrath of Man,103966489.0,27466489.0,0.264,76500000.0,0.736,2021
Detective Conan: The Scarlet Bullet,95371578.0,0.0,0.0,95371578.0,1.0,2021
Evangelion: 3.0+1.01 Thrice Upon a Time,93882453.0,810744.0,0.009000000000000001,93071709.0,0.991,2021
End Game,91824961.0,23149.0,0.0,91801812.0,1.0,2021
Old,90146510.0,48276510.0,0.536,41870000.0,0.46399999999999997,2021
Mortal Kombat,84426031.0,42326031.0,0.501,42100000.0,0.499,2021
Boonie Bears: The Wild Life,78132231.0,0.0,0.0,78132231.0,1.0,2021
Candyman,77411570.0,61186570.0,0.79,16225000.0,0.21,2021
The Forever Purge,76994245.0,44539245.0,0.578,32455000.0,0.42200000000000004,2021
West Side Story,76016171.0,38530322.0,0.507,37485849.0,0.493,2021
1921,75159828.0,0.0,0.0,75159828.0,1.0,2021
Hitman's Wife's Bodyguard,70060492.0,38014727.0,0.5429999999999999,32045765.0,0.457,2021
Escape Room: Tournament of Champions,65774490.0,25314753.0,0.385,40459737.0,0.615,2021
Belle,64679830.0,4018313.0,0.062,60661517.0,0.938,2021
Ron's Gone Wrong,60692022.0,23009270.0,0.379,37682752.0,0.621,2021
Cloudy Mountain,58348836.0,0.0,0.0,58348836.0,1.0,2021
Avatar 2021 Re0release,57995770.0,0.0,0.0,57995770.0,1.0,2021
Nobody,57510518.0,27568035.0,0.479,29942483.0,0.521,2021
New Gods: Nezha Reborn,56088478.0,0.0,0.0,56088478.0,1.0,2021
Upcoming,54300000.0,0.0,0.0,54300000.0,1.0,2021
Don't Breathe 2,53785551.0,32712950.0,0.608,21072601.0,0.392,2021
Man in Love,52946097.0,0.0,0.0,52946097.0,1.0,2021
Break Through the Darkness,52700000.0,0.0,0.0,52700000.0,1.0,2021
Schemes in Antiques,51637422.0,36501.0,0.0,51600921.0,0.9990000000000001,2021
Luca,51074773.0,1324302.0,0.026000000000000002,49750471.0,0.9740000000000001,2021
Belfast,49158709.0,9250870.0,0.188,39907839.0,0.812,2021
My Hero Academia: World Heroes' Mission,46940541.0,12271658.0,0.261,34668883.0,0.7390000000000001,2021
The French Dispatch,46333545.0,16124375.0,0.348,30209170.0,0.652,2021
In the Heights,45175167.0,29975167.0,0.664,15200000.0,0.336,2021
Love Will Tear Us Apart,45060290.0,0.0,0.0,45060290.0,1.0,2021
Spirit Untamed,42717215.0,17716215.0,0.415,25001000.0,0.585,2021
Resident Evil: Welcome to Raccoon City,41914915.0,17000612.0,0.406,24914303.0,0.594,2021
Spiral,40618920.0,23216862.0,0.5720000000000001,17402058.0,0.428,2021
Snake Eyes,40064325.0,28264325.0,0.705,11800000.0,0.295,2021
Tokyo Revengers,39714624.0,0.0,0.0,39714624.0,1.0,2021
Nightmare Alley,39629195.0,11338107.0,0.28600000000000003,28291088.0,0.7140000000000001,2021
Nomadland,39458207.0,3700000.0,0.094,35758207.0,0.9059999999999999,2021
King Richard,39429285.0,15129285.0,0.384,24300000.0,0.616,2021
Arashi Anniversary Tour 5 x 20 Film: Record of Memories,38052695.0,0.0,0.0,38052695.0,1.0,2021
The Yinyang Master,37690000.0,0.0,0.0,37690000.0,1.0,2021
Rurouni Kenshin: Final Chapter Part I 0 The Final,36964978.0,0.0,0.0,36964978.0,1.0,2021
The Door Lock,36100000.0,0.0,0.0,36100000.0,1.0,2021
We Made a Beautiful Bouquet,35042879.0,0.0,0.0,35042879.0,1.0,2021
Malignant,34891791.0,13391791.0,0.384,21500000.0,0.616,2021
Licorice Pizza,33276075.0,17318007.0,0.52,15958068.0,0.48,2021
Respect,32882823.0,24278399.0,0.738,8604424.0,0.262,2021
Big Red Envelope,32800000.0,0.0,0.0,32800000.0,1.0,2021
Masquerade Night,32287400.0,0.0,0.0,32287400.0,1.0,2021
Once Upon a Time in Hong Kong,32218874.0,0.0,0.0,32218874.0,1.0,2021
Home Sweet Home,32178677.0,0.0,0.0,32178677.0,1.0,2021
The Little Things,30842746.0,15342746.0,0.49700000000000005,15500000.0,0.503,2021
The Unholy,30832137.0,15532137.0,0.504,15300000.0,0.496,2021
The Last Duel,30552111.0,10853945.0,0.355,19698166.0,0.645,2021
Escape from Mogadishu,29902716.0,346271.0,0.012,29556445.0,0.988,2021
Master,28692230.0,0.0,0.0,28692230.0,1.0,2021
The Last Warrior: Root of Evil,28357398.0,0.0,0.0,28357398.0,1.0,2021
The Last Warrior: A Messenger of Darkness,27052365.0,0.0,0.0,27052365.0,1.0,2021
American Underdog,26514814.0,26514814.0,1.0,0.0,0.0,2021
Chaos Walking,26508132.0,13287908.0,0.501,13220224.0,0.499,2021
The Courier,26001227.0,6613432.0,0.254,19387795.0,0.746,2021
Spencer,25246967.0,7086632.0,0.281,18160335.0,0.7190000000000001,2021
Parallel Mothers,23099858.0,2297501.0,0.099,20802357.0,0.9009999999999999,2021
The Marksman,23076711.0,15566093.0,0.675,7510618.0,0.325,2021
99.9 Criminal Lawyer: The Movie,23055069.0,0.0,0.0,23055069.0,1.0,2021
Last Night in Soho,22957625.0,10127625.0,0.441,12830000.0,0.5589999999999999,2021
The Day We Lit Up the Sky,22500000.0,0.0,0.0,22500000.0,1.0,2021
School of Magical Animals,22029698.0,288414.0,0.013000000000000001,21741284.0,0.987,2021
Kaamelott: First Installment,21979122.0,188000.0,0.009000000000000001,21791122.0,0.991,2021
After We Fell,21753705.0,2170750.0,0.1,19582955.0,0.9,2021
Rurouni Kenshin: Final Chapter Part II 0 The Beginning,21318560.0,0.0,0.0,21318560.0,1.0,2021
Wish Dragon,21120000.0,0.0,0.0,21120000.0,1.0,2021
Crayon Shin0chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,20752104.0,0.0,0.0,20752104.0,1.0,2021
Stillwater,19754272.0,14465535.0,0.732,5288737.0,0.268,2021
The Wolf and the Lion,19510578.0,2072173.0,0.106,17438405.0,0.894,2021
Les Tuche 4,19259766.0,0.0,0.0,19259766.0,1.0,2021
Dear Evan Hansen,19133454.0,15002646.0,0.784,4130808.0,0.21600000000000003,2021
Those Who Wish Me Dead,19107200.0,7407200.0,0.38799999999999996,11700000.0,0.612,2021
The Pioneer,18900000.0,0.0,0.0,18900000.0,1.0,2021
The Green Knight,18887953.0,17173321.0,0.909,1714632.0,0.091,2021
Antlers,18867659.0,10619670.0,0.563,8247989.0,0.43700000000000006,2021
Sinkhole,18816801.0,0.0,0.0,18816801.0,1.0,2021
Mobile Suit Gundam: Hathaway,18731309.0,0.0,0.0,18731309.0,1.0,2021
The Stronghold,18066143.0,0.0,0.0,18066143.0,1.0,2021
"Dad, I'm Sorry",17480489.0,350000.0,0.02,17130489.0,0.98,2021
Gintama: The Final,17252960.0,0.0,0.0,17252960.0,1.0,2021
Railway Heroes,17223704.0,0.0,0.0,17223704.0,1.0,2021
Your Turn to Kill,16511822.0,0.0,0.0,16511822.0,1.0,2021
Cry Macho,16510734.0,10310734.0,0.624,6200000.0,0.376,2021
Reminiscence,16400193.0,3900193.0,0.23800000000000002,12500000.0,0.762,2021
Legend No. 17,16096860.0,0.0,0.0,16096860.0,1.0,2021
Upon the Magic Roads,15990882.0,0.0,0.0,15990882.0,1.0,2021
Harry Potter and the Sorcerer's Stone 2021 Re0release,15591681.0,799342.0,0.051,14604379.0,0.937,2021
The Dry,15576286.0,364237.0,0.023,15212049.0,0.977,2021
The Night House,15437703.0,7100581.0,0.46,8337122.0,0.54,2021
Drive My Car,15356410.0,2352240.0,0.153,13004170.0,0.847,2021
Minari,15288578.0,3110580.0,0.203,12177998.0,0.797,2021
Something About Love,15204017.0,0.0,0.0,15204017.0,1.0,2021
Anita,15017470.0,556632.0,0.037000000000000005,14460838.0,0.963,2021
And So the Baton Is Passed,14403588.0,0.0,0.0,14403588.0,1.0,2021
The Tomorrow War,14400000.0,0.0,0.0,14400000.0,1.0,2021
Sword Art Online: Progressive 0 Aria of a Starless Night,14032747.0,1050000.0,0.075,12982747.0,0.925,2021
Christmas with the Chosen: The Messengers,13728000.0,13728000.0,1.0,0.0,0.0,2021
Eiffel,13573923.0,444814.0,0.033,13129109.0,0.9670000000000001,2021
OSS 117: From Africa with Love,13457801.0,0.0,0.0,13457801.0,1.0,2021
Hostage: Missing Celebrity,13174292.0,0.0,0.0,13174292.0,1.0,2021
Vakeel Saab,13056490.0,0.0,0.0,13056490.0,1.0,2021
The Many Saints of Newark,13037403.0,8237403.0,0.632,4800000.0,0.368,2021
The Monkey King: Reborn,13017088.0,0.0,0.0,13017088.0,1.0,2021
No Escapes,12916151.0,0.0,0.0,12916151.0,1.0,2021
The Bodin's in the Land of Smile,12872253.0,0.0,0.0,12872253.0,1.0,2021
The Worst Person in the World,12687507.0,3034775.0,0.239,9652732.0,0.7609999999999999,2021
Character,12628017.0,0.0,0.0,12628017.0,1.0,2021
On Your Mark,12100000.0,0.0,0.0,12100000.0,1.0,2021
On the Line,12058986.0,0.0,0.0,12058986.0,1.0,2021
Stand by Me,11900000.0,0.0,0.0,11900000.0,1.0,2021
The Fable: The Killer Who Doesn't Kill,11325545.0,0.0,0.0,11325545.0,1.0,2021
What Did You Eat Yesterday?,11320893.0,0.0,0.0,11320893.0,1.0,2021
Aline,11149943.0,667815.0,0.06,10482128.0,0.94,2021
Krack,10442916.0,0.0,0.0,10442916.0,1.0,2021
Realm of Terracotta,10363914.0,0.0,0.0,10363914.0,1.0,2021
Kaiserschmarrndrama,10357720.0,0.0,0.0,10357720.0,1.0,2021
"Caution, Hazardous Wife: The Movie",10356359.0,0.0,0.0,10356359.0,1.0,2021
Detective Conan: The Scarlet Alibi,10308627.0,0.0,0.0,10308627.0,1.0,2021
Never Stop,10224935.0,0.0,0.0,10224935.0,1.0,2021
Ainbo,10172403.0,0.0,0.0,10172403.0,1.0,2021
Eiga Sumikkogurashi: Aoi tsukiyo no mahô no ko,9742510.0,0.0,0.0,9742510.0,1.0,2021
Black Box,9738741.0,0.0,0.0,9738741.0,1.0,2021
The Soul,9600000.0,0.0,0.0,9600000.0,1.0,2021
¡A todo tren! Destino Asturias,9544171.0,0.0,0.0,9544171.0,1.0,2021
Baragaki: Unbroken Samurai,9481437.0,0.0,0.0,9481437.0,1.0,2021
Dad,9267397.0,0.0,0.0,9267397.0,1.0,2021
The Lord of the Rings: The Fellowship of the Ring 2021 Re0release,8990599.0,0.0,0.0,8377569.0,0.932,2021
All About My Mother,8900000.0,0.0,0.0,8900000.0,1.0,2021
The Eleventh Chapter,8844997.0,0.0,0.0,8844997.0,1.0,2021
The Medium,8826689.0,0.0,0.0,8826689.0,1.0,2021
The Vault,8803864.0,0.0,0.0,8803864.0,1.0,2021
Kaguya0sama: Love Is War,8794981.0,0.0,0.0,8794981.0,1.0,2021
Moonbound,8749618.0,0.0,0.0,8749618.0,1.0,2021
The Protégé,8737253.0,7446823.0,0.852,1290430.0,0.14800000000000002,2021
Lost Illusions,8635184.0,126391.0,0.015,8508793.0,0.985,2021
Agent Backkom: King's Bear,8619446.0,0.0,0.0,8619446.0,1.0,2021
Pil's Adventures,8567345.0,0.0,0.0,8567345.0,1.0,2021
Honey Lemon Soda,8441488.0,0.0,0.0,8441488.0,1.0,2021
Delicious,8371523.0,0.0,0.0,8371523.0,1.0,2021
I Don't Have Any Money Left in My Retirement Account,8204616.0,0.0,0.0,8204616.0,1.0,2021
Girls to Buy,8177284.0,0.0,0.0,8177284.0,1.0,2021
Green Snake,8170000.0,0.0,0.0,8170000.0,1.0,2021
New Happy Dad and Son 4,8070000.0,0.0,0.0,8070000.0,1.0,2021
Sunny Sisters,7880000.0,0.0,0.0,7880000.0,1.0,2021
Contra,7762797.0,0.0,0.0,7762797.0,1.0,2021
Hard Hit,7658021.0,0.0,0.0,7658021.0,1.0,2021
Little Canned Men,7600000.0,0.0,0.0,7600000.0,1.0,2021
Pushpa: The Rise 0 Part 1,7592374.0,1320000.0,0.174,6272374.0,0.826,2021
The Mauritanian,7527030.0,836536.0,0.111,6690494.0,0.889,2021
The Ice Road,7502846.0,0.0,0.0,7502846.0,1.0,2021
Judas and the Black Messiah,7478009.0,5478009.0,0.733,2000000.0,0.267,2021
Love Letter 2021 Re0release,7400000.0,0.0,0.0,7400000.0,1.0,2021
Signal: The Movie,7388603.0,0.0,0.0,7388603.0,1.0,2021
Avatar: The Way of Water,2320250281.0,684075767.0,0.295,1636174514.0,0.705,2022
Top Gun: Maverick,1495696292.0,718732821.0,0.48100000000000004,776963471.0,0.519,2022
Jurassic World Dominion,1001978080.0,376851080.0,0.376,625127000.0,0.624,2022
Doctor Strange in the Multiverse of Madness,955775804.0,411331607.0,0.43,544444197.0,0.57,2022
Minions: The Rise of Gru,940203765.0,370270765.0,0.39399999999999996,569933000.0,0.606,2022
Black Panther: Wakanda Forever,859208836.0,453829060.0,0.528,405379776.0,0.47200000000000003,2022
The Batman,772245583.0,369345583.0,0.478,402900000.0,0.522,2022
Thor: Love and Thunder,760928081.0,343256830.0,0.451,417671251.0,0.5489999999999999,2022
Water Gate Bridge,626571697.0,117294.0,0.0,626454403.0,1.0,2022
Puss in Boots: The Last Wish,481726788.0,186090535.0,0.386,295636253.0,0.614,2022
Moon Man,460237662.0,0.0,0.0,460237662.0,1.0,2022
Fantastic Beasts: The Secrets of Dumbledore,407150844.0,95850844.0,0.235,311300000.0,0.765,2022
Uncharted,407141258.0,148648820.0,0.365,258492438.0,0.635,2022
Sonic the Hedgehog 2,405421518.0,190872904.0,0.47100000000000003,214548614.0,0.529,2022
Black Adam,393452111.0,168152111.0,0.42700000000000005,225300000.0,0.573,2022
Elvis,287740048.0,151040048.0,0.525,136700000.0,0.475,2022
The Bad Guys,250387888.0,97459240.0,0.389,152928648.0,0.611,2022
Bullet Train,239268602.0,103368602.0,0.43200000000000005,135900000.0,0.568,2022
Lightyear,226425420.0,118307188.0,0.522,108118232.0,0.478,2022
Smile,217408513.0,105935048.0,0.48700000000000004,111473465.0,0.513,2022
Too Cool to Kill,217254604.0,185882.0,0.0,217068722.0,0.9990000000000001,2022
Nice View,211019042.0,0.0,0.0,211019042.0,1.0,2022
DC League of Super0Pets,207557117.0,93657117.0,0.451,113900000.0,0.5489999999999999,2022
The Lost City,192907684.0,105344029.0,0.546,87563655.0,0.45399999999999996,2022
M3GAN,180089109.0,95159005.0,0.528,84930104.0,0.47200000000000003,2022
One Piece Film: Red,171319579.0,12775324.0,0.075,158544255.0,0.925,2022
Nope,171235592.0,123277080.0,0.72,47958512.0,0.28,2022
Ticket to Paradise,168770985.0,68275985.0,0.405,100495000.0,0.595,2022
Morbius,167460961.0,73865530.0,0.441,93595431.0,0.5589999999999999,2022
RRR,165955146.0,14500000.0,0.087,151455146.0,0.9129999999999999,2022
The Black Phone,161440742.0,90123230.0,0.5579999999999999,71317512.0,0.442,2022
The First Slam Dunk,151712242.0,1291869.0,0.009000000000000001,150420373.0,0.991,2022
Where the Crawdads Sing,144353965.0,90230760.0,0.625,54123205.0,0.375,2022
Everything Everywhere All at Once,139402341.0,77191785.0,0.5539999999999999,62210556.0,0.446,2022
